;
;
;
;
;
;
;
;
;
;
;
;
?l (mm);Força (N)
0,00;0,00
0,01;1,50
0,01;6,00
0,02;6,00
0,02;16,50
0,03;18,00
0,03;28,50
0,03;39,00
0,04;47,25
0,05;59,25
0,05;69,75
0,05;74,25
0,06;86,25
0,06;96,75
0,07;102,75
0,07;113,25
0,07;126,00
0,08;132,00
0,09;142,50
0,09;152,25
0,09;160,50
0,09;171,00
0,10;175,50
0,10;187,50
0,11;193,50
0,11;206,25
0,11;218,25
0,12;225,00
0,13;237,00
0,13;247,50
0,13;255,75
0,14;267,75
0,14;280,50
0,15;286,50
0,15;299,25
0,15;300,75
0,15;313,50
0,16;315,75
0,16;325,50
0,17;332,25
0,17;344,25
0,17;346,50
0,17;357,00
0,18;363,00
0,18;375,00
0,19;377,25
0,19;387,75
0,19;393,75
0,19;406,50
0,20;408,75
0,20;418,50
0,21;425,25
0,21;437,25
0,21;439,50
0,21;450,00
0,22;456,00
0,22;468,00
0,23;470,25
0,23;480,75
0,23;486,75
0,23;497,25
0,24;501,00
0,24;511,50
0,25;517,50
0,25;530,25
0,25;532,50
0,25;542,25
0,26;549,00
0,26;558,75
0,27;563,25
0,27;573,75
0,27;577,50
0,27;588,00
0,28;591,75
0,28;604,50
0,29;606,75
0,29;618,75
0,29;621,00
0,29;633,00
0,30;635,25
0,30;648,00
0,31;649,50
0,31;662,25
0,31;664,50
0,31;674,25
0,32;678,75
0,32;689,25
0,33;693,00
0,33;703,50
0,33;708,00
0,33;717,75
0,34;722,25
0,34;734,25
0,35;736,50
0,35;747,00
0,35;750,75
0,35;763,50
0,36;765,75
0,36;777,75
0,37;780,00
0,37;790,50
0,37;792,00
0,37;802,50
0,38;807,00
0,38;816,75
0,39;821,25
0,39;833,25
0,39;843,75
0,40;848,25
0,40;860,25
0,41;862,50
0,41;873,00
0,41;876,75
0,41;887,25
0,42;891,00
0,42;901,50
0,43;906,00
0,43;915,75
0,43;918,00
0,43;928,50
0,44;932,25
0,44;945,00
0,45;947,25
0,45;957,00
0,45;961,50
0,45;972,00
0,46;973,50
0,46;986,25
0,47;988,50
0,47;998,25
0,47;1002,75
0,47;1013,25
0,48;1014,75
0,48;1025,25
0,49;1029,75
0,49;1040,25
0,49;1044,00
0,49;1056,75
0,50;1058,25
0,50;1068,75
0,51;1073,25
0,51;1083,00
0,51;1085,25
0,51;1098,00
0,52;1099,50
0,52;1110,00
0,53;1114,50
0,53;1124,25
0,53;1126,50
0,53;1139,25
0,54;1140,75
0,54;1151,25
0,55;1153,50
0,55;1165,50
0,55;1167,75
0,55;1180,50
0,56;1182,00
0,56;1192,50
0,57;1194,75
0,57;1206,75
0,57;1209,00
0,57;1219,50
0,58;1221,75
0,58;1231,50
0,59;1236,00
0,59;1246,50
0,59;1248,00
0,59;1258,50
0,60;1260,75
0,61;1272,75
0,61;1283,25
0,61;1285,50
0,61;1296,00
0,62;1297,50
0,62;1308,00
0,63;1312,50
0,63;1322,25
0,63;1324,50
0,63;1335,00
0,64;1337,25
0,64;1347,75
0,65;1351,50
0,65;1362,00
0,65;1364,25
0,65;1374,00
0,66;1376,25
0,66;1389,00
0,67;1390,50
0,67;1401,00
0,67;1403,25
0,67;1413,75
0,68;1415,25
0,68;1428,00
0,69;1430,25
0,69;1440,00
0,69;1442,25
0,69;1452,75
0,70;1455,00
0,70;1464,75
0,71;1469,25
0,71;1479,75
0,71;1481,25
0,71;1491,75
0,72;1494,00
0,72;1504,50
0,73;1508,25
0,73;1518,75
0,73;1529,25
0,74;1533,00
0,75;1545,75
0,75;1557,75
0,76;1570,50
0,77;1580,25
0,77;1590,75
0,77;1593,00
0,77;1603,50
0,78;1605,00
0,78;1615,50
0,79;1617,75
0,79;1628,25
0,79;1629,75
0,79;1640,25
0,80;1642,50
0,80;1653,00
0,81;1654,50
0,81;1665,00
0,81;1667,25
0,81;1677,75
0,82;1680,00
0,82;1689,75
0,83;1692,00
0,83;1702,50
0,83;1706,25
0,84;1719,00
0,85;1731,00
0,85;1741,50
0,85;1743,75
0,86;1755,75
0,87;1768,50
0,87;1780,50
0,88;1791,00
0,88;1801,50
0,89;1803,75
0,89;1813,50
0,89;1815,75
0,90;1828,50
0,91;1838,25
0,91;1848,75
0,91;1851,00
0,92;1861,50
0,92;1871,25
0,93;1873,50
0,93;1884,00
0,93;1886,25
0,94;1898,25
0,95;1908,75
0,95;1919,25
0,95;1920,75
0,95;1931,25
0,96;1933,50
0,97;1944,00
0,97;1953,75
0,97;1956,00
0,97;1966,50
0,98;1968,75
0,98;1979,25
0,99;1980,75
0,99;1991,25
0,99;2001,75
1,00;2004,00
1,00;2013,75
1,01;2016,00
1,01;2026,50
1,01;2037,00
1,02;2038,50
1,02;2049,00
1,03;2051,25
1,03;2061,75
1,03;2071,50
1,04;2073,75
1,05;2084,25
1,05;2094,75
1,05;2096,25
1,06;2109,00
1,07;2119,50
1,07;2129,25
1,07;2131,50
1,08;2144,25
1,09;2154,00
1,09;2164,50
1,09;2166,75
1,09;2177,25
1,10;2178,75
1,11;2189,25
1,11;2199,75
1,11;2202,00
1,12;2211,75
1,12;2222,25
1,13;2224,50
1,13;2236,50
1,14;2247,00
1,14;2257,50
1,15;2259,75
1,15;2271,75
1,16;2282,25
1,17;2292,75
1,17;2303,25
1,17;2304,75
1,18;2315,25
1,18;2325,75
1,19;2328,00
1,19;2337,75
1,20;2348,25
1,20;2358,75
1,21;2361,00
1,21;2370,75
1,21;2381,25
1,22;2383,50
1,23;2394,00
1,23;2403,75
1,23;2406,00
1,24;2416,50
1,24;2427,00
1,25;2428,50
1,25;2439,00
1,25;2441,25
1,26;2451,75
1,27;2461,50
1,27;2472,00
1,27;2482,50
1,28;2486,25
1,29;2496,75
1,29;2507,25
1,29;2517,75
1,30;2519,25
1,30;2529,75
1,31;2532,00
1,31;2540,25
1,31;2550,75
1,32;2554,50
1,33;2562,75
1,33;2573,25
1,33;2575,50
1,34;2583,75
1,34;2593,50
1,35;2595,75
1,35;2606,25
1,35;2616,75
1,36;2619,00
1,37;2627,25
1,37;2639,25
1,37;2639,25
1,38;2649,75
1,38;2660,25
1,39;2661,75
1,39;2670,00
1,39;2680,50
1,40;2685,00
1,41;2693,25
1,41;2703,00
1,41;2705,25
1,42;2715,75
1,42;2726,25
1,43;2727,75
1,43;2736,00
1,43;2748,75
1,44;2751,00
1,45;2759,25
1,45;2769,00
1,45;2771,25
1,46;2779,50
1,46;2790,00
1,47;2792,25
1,47;2802,00
1,48;2812,50
1,49;2820,75
1,49;2831,25
1,49;2833,50
1,50;2841,75
1,50;2851,50
1,51;2851,50
1,51;2859,75
1,52;0,00
1,53;0,00
1,53;0,00
1,54;0,00
1,55;0,00
1,55;0,00
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
